dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01006832,Stonehaven North - 03,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6230,9,5,9,5,9,5,9,5,0,1,6281,0.04,21,5385,5966,4725,0.04,43,5132.5,6333,186.948974,18.358389,3602,982
S01006833,Stonehaven North - 04,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6956,10,5,10,5,10,5,10,5,0,1,6930,0.01,2,6954,6322,6289,0.02,10,6308.5,6110,108.041368,5.099553,4965,472
S01006834,Stonehaven North - 05,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6557,10,5,10,5,10,5,10,5,0,1,5863,0.03,13,5514,6784,5913,0.03,17,5994,3951,NA,NA,6705,495
S01006835,Stonehaven North - 06,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,3837,6,3,4,2,3,2,3,2,0,0,4569,0.08,37,3405,3922,2434,0.08,64,3736,6320,719.936834,55.075168,482,765
S01006836,Stonehaven North - 07,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5765,9,5,8,4,8,4,8,4,0,0,6255,0.04,14,5266,5756,5451,0.03,18,5927,1543,95.31874,5.099553,5208,535
S01006837,Stonehaven North - 08,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5875,9,5,8,4,8,4,8,4,0,0,4491,0.04,13,5322,6194,5775,0.05,26,5123.5,4295,89.623068,5.099553,5330,569
S01006838,Stonehaven North - 09,S02001292,Stonehaven North,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6392,10,5,9,5,10,5,10,5,0,1,5294,0.02,9,6267,6482,6691.5,0.04,25,5387,3326,NA,NA,6928,591
S01006839,Newtonhill - 01,S02001293,Newtonhill,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5053,8,4,6,3,6,3,6,3,0,0,5425,0.04,23,5264,5628,4921,0.04,41,5301,676,82.417011,8.159284,5471,990
S01006840,Newtonhill - 02,S02001293,Newtonhill,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6215,9,5,9,5,9,5,9,5,0,1,6180,0.01,8,6839,6811,6839,0.01,14,6766,715,92.049685,10.199105,5278,1108
S01006841,Newtonhill - 03,S02001293,Newtonhill,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5527,8,4,7,4,7,4,7,4,0,0,6219,0.03,17,5984.5,6278,6599,0.04,32,5770,550,70.177329,6.119463,5731,872
S01006842,Portlethen - 01,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6624,10,5,10,5,10,5,10,5,0,1,5822,0.03,13,5957,5461,6781,0.02,16,6369.5,5251,148.990912,11.219016,4211,753
S01006843,Portlethen - 02,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6886,10,5,10,5,10,5,10,5,0,1,5487,0.02,12,6425.5,6576,6303,0.02,13,6706,5058,63.506259,5.099553,5896,803
S01006844,Portlethen - 03,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6470,10,5,9,5,10,5,10,5,0,1,4949,0.03,14,5587,6174,2760,0.02,14,6432.5,4938,51.251785,3.059732,6141,597
S01006845,Portlethen - 04,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6686,10,5,10,5,10,5,10,5,0,1,5522,0.02,14,6334,6573,6369,0.02,18,6557,2998,45.582593,4.079642,6262,895
S01006846,Portlethen - 05,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5492,8,4,7,4,7,4,7,4,0,0,4370,0.05,20,4380,4822,3997.5,0.03,15,6154,4101,134.198752,7.139374,4481,532
S01006847,Portlethen - 06,S02001294,Portlethen,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5967,9,5,8,4,9,5,9,5,0,0,5779,0.05,21,4814,5125,5223,0.04,26,5662,4485,71.422305,5.099553,5708,714
S01006848,Banchory-Devenick and Findon - 01,S02001295,Banchory-Devenick and Findon,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5503,8,4,7,4,7,4,7,4,0,0,5097,0.03,30,5972.5,6650,5864,0.02,28,6646,428,81.592841,13.258837,5500,1625
S01006849,Banchory-Devenick and Findon - 02,S02001295,Banchory-Devenick and Findon,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6127,9,5,9,5,9,5,9,5,0,1,4991,0.03,36,5923,6652,5436,0.02,48,6267,2064,112.867361,22.438031,4889,1988
S01006850,Banchory-Devenick and Findon - 03,S02001295,Banchory-Devenick and Findon,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,4048,6,3,4,2,4,2,4,2,0,0,2995,0.07,41,3907,3675,4595,0.08,73,4133,2845,134.346061,12.238926,4476,911
S01006851,Banchory-Devenick and Findon - 04,S02001295,Banchory-Devenick and Findon,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,4375,7,4,5,3,4,2,4,2,0,0,4677,0.08,40,3456.5,3407,3647,0.09,68,3864,6668,184.718593,14.278747,3633,773
S01006852,Banchory-Devenick and Findon - 05,S02001295,Banchory-Devenick and Findon,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5803,9,5,8,4,8,4,8,4,0,0,5752,0.02,8,6274,6501,6679,0.03,16,6015,686,NA,NA,6468,582
S01006853,"Dunecht, Durris and Drumoak - 01",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5092,8,4,6,3,6,3,6,3,0,0,6640,0.02,12,6502,6923,5666,0.04,41,5326,171,153.700185,14.278747,4118,929
S01006854,"Dunecht, Durris and Drumoak - 02",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,4809,7,4,6,3,5,3,5,3,0,0,4707,0.04,22,5040,5405,5069,0.06,48,4674,975,96.788661,8.159284,5184,843
S01006855,"Dunecht, Durris and Drumoak - 03",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5260,8,4,7,4,6,3,6,3,0,0,6919,0.02,10,6429,6851,5236,0.02,13,6617,74,102.503569,8.159284,5066,796
S01006856,"Dunecht, Durris and Drumoak - 04",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5885,9,5,8,4,9,5,9,5,0,0,6306,0.01,5,6870,6928,5084,0.02,12,6629,409,114.115862,8.159284,4864,715
S01006857,"Dunecht, Durris and Drumoak - 05",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5379,8,4,7,4,7,4,7,4,0,0,5734,0.02,17,6293,6485,4451,0.02,23,6482,293,126.018597,15.298658,4631,1214
S01006858,"Dunecht, Durris and Drumoak - 06",S02001296,"Dunecht, Durris and Drumoak",S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5344,8,4,7,4,7,4,7,4,0,0,6205,0.02,8,6431,6788,5559,0.01,7,6847,86,NA,NA,6928,611
S01006859,Banchory East - 01,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6449,10,5,9,5,10,5,10,5,0,1,6833,0.02,14,6290,6728,6719,0.02,24,6245,1512,41.586565,4.079642,6342,981
S01006860,Banchory East - 02,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,4262,6,3,5,3,4,2,4,2,0,0,2749,0.06,19,4220,4285,3930,0.08,45,3757,3470,NA,NA,6742,569
S01006861,Banchory East - 03,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6327,10,5,9,5,10,5,10,5,0,1,6644,0.02,9,6384.5,6769,5936,0.02,13,6443,1117,48.26075,3.059732,6196,634
S01006862,Banchory East - 04,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5900,9,5,8,4,9,5,9,5,0,0,6203,0.04,16,5120,5338,5688.5,0.03,21,5792.5,3052,151.097854,10.199105,4172,675
S01006863,Banchory East - 05,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5160,8,4,7,4,6,3,6,3,0,0,5251,0.03,10,5925.5,5432,4510,0.07,43,4125,1956,186.568997,12.238926,3608,656
S01006864,Banchory East - 06,S02001297,Banchory East,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,5097,8,4,6,3,6,3,6,3,0,0,5343,0.04,15,5112,5701,4211,0.06,36,4604.5,1207,NA,NA,6928,590
S01006865,Banchory West - 01,S02001298,Banchory West,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6460,10,5,9,5,10,5,10,5,0,1,6533,0.02,12,6497,6107,4564,0.02,24,6150,6006,546.193066,53.035347,843,971
S01006866,Banchory West - 02,S02001298,Banchory West,S08000020,NHS Grampian,S08000020,S08000020,S37000002,Aberdeenshire,S37000002,S37000002,S12000034,Aberdeenshire,S12000034,S12000034,6861,10,5,10,5,10,5,10,5,0,1,6926,0.02,6,6277,6693,6904,0.02,10,6314.5,3748,NA,NA,6713,511
