dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01010551,Nairn Rural - 04,S02001985,Nairn Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4479,7,4,8,4,7,4,7,4,0,0,4943,0.04,21,5009,6013,3963,0.04,32,5461,314,245.860998,20.308118,2802,826
S01010552,Nairn Rural - 05,S02001985,Nairn Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3947,6,3,6,3,6,3,6,3,0,0,5715,0.04,18,5288,5951,3591,0.08,62,3903,85,66.453267,5.07703,5824,764
S01010553,Nairn Rural - 06,S02001985,Nairn Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3844,6,3,6,3,6,3,6,3,0,0,4917,0.06,22,4270,6250,4298,0.04,23,5557,20,102.222072,6.092436,5074,596
S01010554,Nairn East - 01,S02001986,Nairn East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4085,6,3,7,4,7,4,7,4,0,0,4313,0.07,30,3712,4213,1959,0.09,67,3429,3689,153.849382,11.169465,4115.5,726
S01010555,Nairn East - 02,S02001986,Nairn East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3278,5,3,4,2,4,2,4,2,0,0,3957,0.09,57,2957,3812,1414,0.11,94,3471,6297,948.649129,82.24788,238,867
S01010556,Nairn East - 03,S02001986,Nairn East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1559,3,2,2,1,2,1,2,1,0,0,1787,0.14,76,1642,1585,2901,0.19,195,1089,6499,409.760263,41.631643,1448,1016
S01010557,Nairn East - 04,S02001986,Nairn East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2683,4,2,3,2,3,2,3,2,0,0,2332,0.09,35,2993,4116,3707.5,0.12,74,2869,864,226.364377,14.215683,3017,628
S01010558,Nairn East - 05,S02001986,Nairn East,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2998,5,3,3,2,3,2,3,2,0,0,3138,0.1,46,2612,3681,4155,0.11,83,2977,2156,219.059653,17.261901,3134,788
S01010559,Nairn West - 01,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4805,7,4,8,4,8,4,8,4,0,0,6120,0.05,24,4398,4136,6312,0.07,65,3616,3495,125.782265,11.169465,4637,888
S01010560,Nairn West - 02,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6237,9,5,10,5,10,5,10,5,0,1,5372,0.03,12,5813,5468,6181.5,0.04,25,5474,5767,193.552448,13.200277,3499,682
S01010561,Nairn West - 03,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6302,9,5,10,5,10,5,10,5,0,1,6320,0.02,7,6486,5377,6001,0.03,19,5741,2213,NA,NA,6802,683
S01010562,Nairn West - 04,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5242,8,4,9,5,9,5,9,5,0,0,4789,0.05,24,4510,4775,6118,0.04,30,5427.5,2310,68.701348,5.07703,5762,739
S01010563,Nairn West - 05,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2837,4,2,3,2,3,2,3,2,0,0,2449,0.09,29,3089,2793,2666,0.15,76,2293,4730,235.684159,12.184871,2926,517
S01010564,Nairn West - 06,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,539,1,1,1,1,1,1,1,1,1,0,1524,0.28,79,154,1233,2696,0.25,120,703.5,4004,551.15979,26.400554,822,479
S01010565,Nairn West - 07,S02001987,Nairn West,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2756,4,2,3,2,3,2,3,2,0,0,3306,0.11,37,2466,2790,4284,0.14,80,2326,3027,103.436936,6.092436,5043.5,589
S01010566,Inverness East Rural - 01,S02001988,Inverness East Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4829,7,4,8,4,8,4,8,4,0,0,5397,0.02,12,6629,6103,4141,0.02,24,6381.5,25,45.697836,5.07703,6260,1111
S01010567,Inverness East Rural - 02,S02001988,Inverness East Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4183,6,3,7,4,7,4,7,4,0,0,5035,0.05,33,4629,4407,5208,0.05,56,4890,325,82.256105,9.138653,5478,1111
S01010568,Inverness East Rural - 03,S02001988,Inverness East Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3628,6,3,5,3,5,3,5,3,0,0,5026,0.06,45,3957,5361,4953,0.08,87,4009.5,227,154.954225,17.261901,4099,1114
S01010569,Inverness East Rural - 04,S02001988,Inverness East Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4993,8,4,9,5,9,5,9,5,0,0,3038,0.02,21,6172,6318,5100,0.03,30,6354,421,110.370209,12.184871,4926,1104
S01010570,Inverness East Rural - 05,S02001988,Inverness East Rural,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2015,3,2,2,1,2,1,2,1,0,0,963,0.1,65,2700,2926,2916,0.18,196,1575,2711,142.746849,15.231089,4295,1067
S01010571,Inverness Culloden and Balloch - 01,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4682,7,4,8,4,8,4,8,4,0,0,3743,0.07,34,3633,4094,3139,0.06,43,4699,4422,NA,NA,6595,722
S01010572,Inverness Culloden and Balloch - 02,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3014,5,3,4,2,4,2,4,2,0,0,2405,0.1,44,2857,2444,2368,0.11,84,3022,6675,318.178967,23.354336,2083,734
S01010573,Inverness Culloden and Balloch - 03,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3018,5,3,4,2,4,2,4,2,0,0,1913,0.09,32,2870,3167,3113,0.13,65,2835,5365,179.89475,9.138653,3714,508
S01010574,Inverness Culloden and Balloch - 04,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6772,10,5,10,5,10,5,10,5,0,1,5475,0.02,8,6446,6299,6566,0.03,16,6119,5099,86.344041,5.07703,5386,588
S01010575,Inverness Culloden and Balloch - 05,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5631,9,5,10,5,10,5,10,5,0,0,6168,0.06,21,4261,5804,6830,0.04,27,5128.5,3350,47.155074,3.046218,6225,646
S01010576,Inverness Culloden and Balloch - 06,S02001989,Inverness Culloden and Balloch,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6475,10,5,10,5,10,5,10,5,0,1,6322,0.02,9,6548.5,6007,6785,0.02,16,6344,1751,NA,NA,6639,797
S01010577,Inverness Smithton - 01,S02001990,Inverness Smithton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1474,3,2,2,1,1,1,1,1,0,0,1133,0.13,70,1961,1554,1638,0.19,174,1450,2949,522.46837,46.708672,920,894
S01010578,Inverness Smithton - 02,S02001990,Inverness Smithton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2831,4,2,3,2,3,2,3,2,0,0,2310,0.11,41,2478.5,2387,4242,0.12,66,3170,2973,75.776561,4.061624,5618,536
S01010579,Inverness Smithton - 03,S02001990,Inverness Smithton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6090,9,5,10,5,10,5,10,5,0,1,5929,0.04,16,5049,5070,4629,0.04,24,5533,4705,NA,NA,6928,658
S01010580,Inverness Smithton - 04,S02001990,Inverness Smithton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2564,4,2,3,2,3,2,3,2,0,0,2423,0.11,44,2381,2027,2735,0.13,69,3130.5,2935,229.470264,12.184871,2980,531
S01010581,Inverness Smithton - 05,S02001990,Inverness Smithton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4872,7,4,9,5,9,5,9,5,0,0,4432,0.06,22,4232.5,4581,1442,0.08,42,4274,4715,75.9182,4.061624,5613,535
S01010582,Inverness Westhill - 01,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4786,7,4,8,4,8,4,8,4,0,0,6226,0.04,18,5113,4700,6397,0.04,31,5297,747,323.019864,23.354336,2036,723
S01010583,Inverness Westhill - 02,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5776,9,5,10,5,10,5,10,5,0,0,5654,0.02,11,6510,5970,5695,0.03,23,6191,833,144.265322,13.200277,4275,915
S01010584,Inverness Westhill - 03,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3563,5,3,5,3,5,3,5,3,0,0,4242,0.07,44,3807,3654,5704,0.11,104,3395,1076,164.271939,16.246495,3954,989
S01010585,Inverness Westhill - 04,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5563,8,4,10,5,10,5,10,5,0,0,4348,0.03,15,6075,6166,6355,0.04,32,5721,1139,71.675712,6.092436,5701,850
S01010586,Inverness Westhill - 05,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6015,9,5,10,5,10,5,10,5,0,1,5996,0.02,10,6519.5,6189,5216,0.02,16,6505,720,NA,NA,6843,813
S01010587,Inverness Westhill - 06,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5338,8,4,9,5,10,5,10,5,0,0,5624,0.04,14,5390.5,5893,5064,0.03,19,5885.5,784,123.641512,8.123247,4683,657
S01010588,Inverness Westhill - 07,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4248,6,3,7,4,7,4,7,4,0,0,5726,0.07,28,3819,4415,6429,0.07,47,4217,873,45.670431,3.046218,6261,667
S01010589,Inverness Westhill - 08,S02001991,Inverness Westhill,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1518,3,2,2,1,2,1,2,1,0,0,1518,0.15,63,1422,1834,1592,0.19,109,1967,1056,251.605007,14.215683,2731,565
S01010590,Inverness Inshes - 01,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5831,9,5,10,5,10,5,10,5,0,0,6285,0.02,11,6584,6453,6836,0.02,20,6396,468,75.294931,7.107841,5631,944
S01010591,Inverness Inshes - 02,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4774,7,4,8,4,8,4,8,4,0,0,5086,0.04,36,5219,5059,4859,0.05,68,5146,509,58.609288,8.123247,5999,1386
S01010592,Inverness Inshes - 03,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5114,8,4,9,5,9,5,9,5,0,0,5759,0.05,16,4717,4319,4731,0.05,26,5001,1764,NA,NA,6339,487
S01010593,Inverness Inshes - 04,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5391,8,4,10,5,10,5,10,5,0,0,6158,0.04,27,5454,5759,5592,0.05,60,5023,1166,88.066428,10.154059,5354,1153
S01010594,Inverness Inshes - 05,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5758,9,5,10,5,10,5,10,5,0,0,4297,0.04,18,5462,5825,5650.5,0.04,28,5732,2596,82.33021,6.092436,5475,740
S01010595,Inverness Inshes - 06,S02001992,Inverness Inshes,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5235,8,4,9,5,9,5,9,5,0,0,5375,0.03,21,5519.5,4637,5702,0.06,51,4920.5,2838,363.863264,32.492989,1726,893
S01010596,Inverness Slackbuie - 01,S02001993,Inverness Slackbuie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5255,8,4,9,5,9,5,9,5,0,0,5220,0.01,13,6748,6445,6085,0.02,27,6465,324,332.539639,43.662455,1959,1313
S01010597,Inverness Slackbuie - 02,S02001993,Inverness Slackbuie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5132,8,4,9,5,9,5,9,5,0,0,4493,0.04,27,5230,5560,4355.5,0.06,58,4859,1618,83.917845,8.123247,5438,968
S01010598,Inverness Slackbuie - 03,S02001993,Inverness Slackbuie,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6065,9,5,10,5,10,5,10,5,0,1,5642,0.02,14,6492,6615,5654,0.03,32,6052,1100,55.893904,6.092436,6051,1090
S01010599,Inverness Lochardil and Holm Mains - 01,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4683,7,4,8,4,8,4,8,4,0,0,5088,0.04,22,4997,5599,6694,0.06,53,4466,643,85.843496,7.107841,5393,828
S01010600,Inverness Lochardil and Holm Mains - 02,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4974,8,4,9,5,9,5,9,5,0,0,4841,0.04,19,5221,4518,4608,0.05,48,4575.5,2272,212.943846,19.292712,3210,906
S01010601,Inverness Lochardil and Holm Mains - 03,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5233,8,4,9,5,9,5,9,5,0,0,4769,0.05,18,4488,4826,6320,0.03,22,5436.5,2048,NA,NA,6791,663
S01010602,Inverness Lochardil and Holm Mains - 04,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5194,8,4,9,5,9,5,9,5,0,0,3974,0.03,11,5680.5,4684,5239.5,0.04,21,5593,1243,NA,NA,6387,515
S01010603,Inverness Lochardil and Holm Mains - 05,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5755,9,5,10,5,10,5,10,5,0,0,5598,0.03,16,5538,5900,6440.5,0.03,23,5862,1281,NA,NA,6627,766
S01010604,Inverness Lochardil and Holm Mains - 06,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6351,10,5,10,5,10,5,10,5,0,1,6191,0.02,6,6451,6589,6428,0.01,6,6795.5,1090,NA,NA,6328,480
S01010605,Inverness Lochardil and Holm Mains - 07,S02001994,Inverness Lochardil and Holm Mains,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5273,8,4,9,5,9,5,9,5,0,0,4768,0.04,21,4893,4961,5943,0.04,34,5205,2115,83.229993,7.107841,5456,854
S01010606,Inverness Drummond - 01,S02001995,Inverness Drummond,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3175,5,3,4,2,4,2,4,2,0,0,2104,0.07,38,3585,3283,2947,0.14,110,2589,5452,250.717511,20.308118,2741,810
S01010607,Inverness Drummond - 02,S02001995,Inverness Drummond,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6590,10,5,10,5,10,5,10,5,0,1,5384,0.02,11,6553,6376,5041,0.03,24,6129.5,3016,NA,NA,6668,875
S01010608,Inverness Drummond - 03,S02001995,Inverness Drummond,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,514,1,1,1,1,1,1,1,1,1,0,445,0.2,86,646,1241,2513,0.3,208,380,3317,755.380656,52.801108,434,699
S01010609,Inverness Drummond - 04,S02001995,Inverness Drummond,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1601,3,2,2,1,2,1,2,1,0,0,1038,0.12,43,2057,2035,2489,0.19,104,1563,2390,435.952452,24.369742,1299,559
S01010610,Inverness Drummond - 05,S02001995,Inverness Drummond,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3165,5,3,4,2,4,2,4,2,0,0,4962,0.13,47,1855,4742,5960,0.07,44,4013.5,1482,305.264438,19.292712,2186,632
S01010611,Inverness Hilton - 01,S02001996,Inverness Hilton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2223,4,2,2,1,2,1,2,1,0,0,1122,0.1,61,2705,2838,1302,0.16,149,2187,3440,235.642724,22.33893,2929,948
S01010612,Inverness Hilton - 02,S02001996,Inverness Hilton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4406,7,4,7,4,7,4,7,4,0,0,3314,0.06,28,4107,3758,3787,0.07,53,4183.5,5165,224.47205,17.261901,3038,769
S01010613,Inverness Hilton - 03,S02001996,Inverness Hilton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2232,4,2,2,1,2,1,2,1,0,0,1910,0.1,42,2644,1936,3546,0.16,121,1652,5413,193.410651,14.215683,3503,735
S01010614,Inverness Hilton - 04,S02001996,Inverness Hilton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,726,1,1,1,1,1,1,1,1,1,0,235,0.17,67,1017,1005,1683,0.24,142,1013,2027,572.534018,34.523801,756,603
S01010615,Inverness Hilton - 05,S02001996,Inverness Hilton,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3400,5,3,4,2,4,2,4,2,0,0,3285,0.09,49,3078,3901,2722,0.09,74,3805,2611,390.540738,31.477584,1556,806
S01010616,Inverness Drakies - 01,S02001997,Inverness Drakies,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6112,9,5,10,5,10,5,10,5,0,1,5253,0.03,16,5643,5474,4590,0.03,27,5692,4270,130.5149,10.154059,4547,778
S01010617,Inverness Drakies - 02,S02001997,Inverness Drakies,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6386,10,5,10,5,10,5,10,5,0,1,5008,0.03,16,5792,6133,6447,0.03,28,5802.5,4272,46.312699,4.061624,6245,877
S01010618,Inverness Drakies - 03,S02001997,Inverness Drakies,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6364,10,5,10,5,10,5,10,5,0,1,5789,0.03,13,5777,5745,5171.5,0.04,24,5700,4663,105.929083,7.107841,4994,671
S01010619,"Inverness Central, Raigmore and Longman - 01",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1545,3,2,2,1,2,1,2,1,0,0,937,0.13,61,1820,2535,439,0.19,120,2003,4652,1476.357557,91.386533,84,619
S01010620,"Inverness Central, Raigmore and Longman - 02",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,597,1,1,1,1,1,1,1,1,1,0,2739,0.25,141,273,336,98,0.27,182,1416,5497,8903.633512,600.104899,2,674
S01010621,"Inverness Central, Raigmore and Longman - 03",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3977,6,3,6,3,6,3,6,3,0,0,5889,0.12,70,2250,4012,3574,0.09,79,3892,6400,236.665087,21.323524,2913,901
S01010622,"Inverness Central, Raigmore and Longman - 04",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1089,2,1,1,1,1,1,1,1,0,0,1646,0.17,70,1048,1378,1314,0.24,154,974,1578,248.797775,16.246495,2772,653
S01010623,"Inverness Central, Raigmore and Longman - 05",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3582,6,3,5,3,5,3,5,3,0,0,3020,0.06,26,3968,4326,4153,0.07,50,4033,947,239.416098,17.261901,2879,721
S01010624,"Inverness Central, Raigmore and Longman - 06",S02001998,"Inverness Central, Raigmore and Longman",S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1951,3,2,2,1,2,1,2,1,0,0,845,0.08,36,3332,1584,1755.5,0.11,72,3355,1052,725.289943,45.693266,476,630
S01010625,Inverness Crown and Haugh - 01,S02001999,Inverness Crown and Haugh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,6469,10,5,10,5,10,5,10,5,0,1,5592,0.03,13,5578,5814,6465,0.02,19,5967,5127,92.189902,7.107841,5272,771
S01010626,Inverness Crown and Haugh - 02,S02001999,Inverness Crown and Haugh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4482,7,4,8,4,7,4,7,4,0,0,5102,0.1,49,2793,4576,5438,0.06,54,4356,4714,116.713324,11.169465,4813,957
S01010627,Inverness Crown and Haugh - 03,S02001999,Inverness Crown and Haugh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,3434,5,3,5,3,5,3,5,3,0,0,3684,0.07,33,3742,3615,1874,0.09,62,3906,3726,937.082598,68.032197,247,726
S01010628,Inverness Crown and Haugh - 04,S02001999,Inverness Crown and Haugh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,5542,8,4,10,5,10,5,10,5,0,0,3955,0.04,24,5460.5,4837,2508,0.05,50,5134,6606,246.874589,23.354336,2791,946
S01010629,Inverness Crown and Haugh - 05,S02001999,Inverness Crown and Haugh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,4234,6,3,7,4,7,4,7,4,0,0,4521,0.09,48,3109,4214,4792,0.09,84,3462,6797,177.59157,17.261901,3749,972
S01010630,Inverness Ballifeary and Dalneigh - 01,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1867,3,2,2,1,2,1,2,1,0,0,1313,0.12,46,2039,2345,3409,0.18,108,1662,3374,329.677247,20.308118,1979,616
S01010631,Inverness Ballifeary and Dalneigh - 02,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,2552,4,2,3,2,3,2,3,2,0,0,2414,0.09,30,3067,3202,1676,0.13,71,2626,3902,846.1716,46.708672,312,552
S01010632,Inverness Ballifeary and Dalneigh - 03,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,1916,3,2,2,1,2,1,2,1,0,0,2050,0.12,69,2178,1870,2825,0.2,183,1451,3508,275.625928,25.385148,2462,921
S01010633,Inverness Ballifeary and Dalneigh - 04,S02002000,Inverness Ballifeary and Dalneigh,S08000022,NHS Highland,S08000022,S08000022,S37000016,Highland,S37000016,S37000016,S12000017,Highland,S12000017,S12000017,754,2,1,1,1,1,1,1,1,1,0,1533,0.2,123,663,1439,1138,0.26,267,635,1241,416.068767,42.647049,1412,1025
